Data File:  C:\Users\Usuario\Desktop\Testes_LaFeSi_3layers\20180815_dTspan_Mflow_Th309\20180815_LaFeSi_3layers_mf20_dT12K.txt
Date: quinta-feira, 16 de agosto de 2018 @ 11:48:56
Active Magnetic Regenerator Test Apparatus - POLO-UFSC 2015

Absolute Time	 Run Time (s)	Tint Hot End (K)	Tint Cold End (K)	T_Chex-in (K)	T_Chex-out (K)	T_Cold Side_out (K)	T_Cold Side_in (K)	T_Hhex-in (K)	T_Hhex-out  (K)	T_Hot Side_out (K)	T_Hot Side_in (K)	Tamb1 (K)	Tamb2 (K)	Tamb3 (K)	T_MAN (K)	T_VHB (K)	T_VCB (K)	Frequency (Hz)	Stroke (mm)	 Displacement (mm)	 dP - CB (bar)	 dP - HB (bar)	 MFR - HB (kg/h)	 MFR - CB (kg/h)	Torque (Nm)	P_Hin (bar)	P_Hout (bar)	P_Cin (bar)	P_Cout (bar)	LowFlow (L/h)	HighFlow (L/h)	P_sysin (bar)	P_sysout (bar)	DP_sys (bar)	Campo (V)	V_VHB_high (V)	I_VHB_high (A)	V_VHB_low (V)	I_VHB_low (A)	V_VCB_high (V)	I_VCB_high (A)	V_VCB_low (V)	I_VCB_low (A)	Power VHB High (W)	Power VHB Low (W)	Power VCB High (W)	Power VCB Low (W)
11:48:56	1174.853	310.028	297.153	302.715	297.101	297.221	297.111	302.981	309.192	309.197	309.160	301.757	302.068	301.661	303.048	302.421	302.372	60.012	0.012	-15.020	0.031	0.004	6.565	13.484	1.089	4.638	4.614	4.645	4.634	2.603	21.782	4.832	4.634	0.197	1.363	-0.228	-0.002	-0.246	-0.003	24.492	0.002	23.393	0.288	0.000	0.001	0.061	6.747
11:48:56	1174.860	310.114	297.140	302.720	297.100	297.230	297.105	302.974	309.178	309.204	309.167	301.749	302.059	301.644	303.065	302.462	302.364	60.012	0.012	-15.022	0.032	0.004	6.202	13.899	1.377	4.638	4.614	4.646	4.634	2.604	21.778	4.833	4.635	0.198	1.371	-0.228	-0.002	-0.246	-0.003	24.013	0.001	23.936	0.002	0.000	0.001	0.030	0.038
11:48:56	1174.867	310.119	297.135	302.734	297.099	297.226	297.118	302.976	309.188	309.186	309.175	301.755	302.043	301.656	303.063	302.475	302.396	60.012	0.012	-15.019	0.031	0.004	5.847	14.279	1.691	4.638	4.614	4.645	4.634	2.601	21.782	4.834	4.634	0.200	1.365	-0.228	-0.002	-0.248	-0.003	24.018	0.001	23.950	0.002	0.000	0.001	0.033	0.039
11:48:56	1174.873	310.137	297.107	302.710	297.113	297.229	297.102	302.969	309.194	309.188	309.176	301.703	302.039	301.652	303.072	302.468	302.368	60.012	0.012	-15.022	0.031	0.004	5.502	14.645	2.006	4.638	4.614	4.645	4.634	2.602	21.782	4.833	4.634	0.199	1.364	-0.228	-0.002	-0.246	-0.003	23.528	0.245	23.821	0.168	0.000	0.001	5.759	4.008
11:48:56	1174.880	310.146	297.134	302.733	297.118	297.230	297.106	302.982	309.188	309.171	309.192	301.725	302.016	301.715	303.059	302.410	302.385	60.012	0.012	-15.020	0.032	0.004	5.182	15.015	2.310	4.638	4.613	4.645	4.634	2.602	21.780	4.835	4.636	0.199	1.363	-0.230	-0.002	-0.247	-0.003	24.014	0.001	23.935	0.002	0.000	0.001	0.031	0.038
11:48:56	1174.887	310.131	297.162	302.729	297.088	297.219	297.108	302.990	309.185	309.180	309.173	301.725	302.035	301.652	303.040	302.485	302.346	60.012	0.012	-15.022	0.031	0.004	4.858	15.352	2.600	4.638	4.613	4.645	4.634	2.599	21.785	4.837	4.635	0.202	1.362	-0.228	-0.002	-0.247	-0.003	23.981	0.001	24.055	0.002	0.000	0.001	0.029	0.054
11:48:56	1174.893	310.091	297.166	302.745	297.094	297.250	297.118	302.971	309.198	309.195	309.177	301.750	302.019	301.660	303.058	302.470	302.374	60.012	0.012	-15.023	0.031	0.003	4.566	15.708	2.869	4.638	4.614	4.645	4.635	2.601	21.789	4.837	4.635	0.202	1.364	-0.228	-0.002	-0.246	-0.003	24.017	0.001	23.938	0.002	0.000	0.001	0.030	0.037
11:48:56	1174.900	310.097	297.149	302.762	297.123	297.220	297.096	302.962	309.195	309.191	309.170	301.758	301.979	301.736	303.052	302.441	302.378	60.012	0.012	-15.020	0.033	0.004	4.277	16.031	3.118	4.638	4.612	4.645	4.634	2.600	21.782	4.838	4.636	0.202	1.367	-0.229	-0.002	-0.246	-0.003	24.012	0.001	23.934	0.002	0.000	0.001	0.034	0.039
11:48:56	1174.907	309.987	297.129	302.765	297.076	297.219	297.092	302.967	309.211	309.214	309.179	301.735	301.979	301.640	303.057	302.537	302.368	60.012	0.012	-15.022	0.032	0.003	4.006	16.341	3.341	4.637	4.613	4.645	4.634	2.601	21.787	4.839	4.635	0.204	1.363	-0.228	-0.002	-0.246	-0.003	24.332	0.001	23.412	0.294	0.000	0.001	0.018	6.890
11:48:56	1174.913	310.064	297.184	302.778	297.122	297.222	297.111	302.970	309.188	309.200	309.180	301.735	301.947	301.660	303.070	302.474	302.372	60.012	0.012	-15.021	0.032	0.004	3.764	16.636	3.544	4.638	4.613	4.646	4.634	2.602	21.782	4.838	4.635	0.202	1.361	-0.228	-0.002	-0.247	-0.003	24.014	0.001	23.930	0.002	0.000	0.001	0.031	0.036
