Data File:  C:\Users\Usuario\Desktop\Testes_LaFeSi_3layers\20180815_dTspan_Mflow_Th309\20180815_LaFeSi_3layers_mf40_dT6K_2.txt
Date: quarta-feira, 15 de agosto de 2018 @ 15:40:49
Active Magnetic Regenerator Test Apparatus - POLO-UFSC 2015

Absolute Time	 Run Time (s)	Tint Hot End (K)	Tint Cold End (K)	T_Chex-in (K)	T_Chex-out (K)	T_Cold Side_out (K)	T_Cold Side_in (K)	T_Hhex-in (K)	T_Hhex-out  (K)	T_Hot Side_out (K)	T_Hot Side_in (K)	Tamb1 (K)	Tamb2 (K)	Tamb3 (K)	T_MAN (K)	T_VHB (K)	T_VCB (K)	Frequency (Hz)	Stroke (mm)	 Displacement (mm)	 dP - CB (bar)	 dP - HB (bar)	 MFR - HB (kg/h)	 MFR - CB (kg/h)	Torque (Nm)	P_Hin (bar)	P_Hout (bar)	P_Cin (bar)	P_Cout (bar)	LowFlow (L/h)	HighFlow (L/h)	P_sysin (bar)	P_sysout (bar)	DP_sys (bar)	Campo (V)	V_VHB_high (V)	I_VHB_high (A)	V_VHB_low (V)	I_VHB_low (A)	V_VCB_high (V)	I_VCB_high (A)	V_VCB_low (V)	I_VCB_low (A)	Power VHB High (W)	Power VHB Low (W)	Power VCB High (W)	Power VCB Low (W)
15:40:49	7636.060	310.505	303.291	305.667	303.138	302.624	303.273	305.868	309.184	309.925	309.185	303.416	303.839	303.959	305.949	303.975	304.301	60.009	0.010	-15.022	0.082	-0.036	4.629	34.038	3.946	4.745	4.710	4.791	4.782	2.456	41.730	5.177	4.667	0.510	1.378	-0.228	-0.002	-0.246	-0.003	23.490	0.235	23.958	0.002	0.000	0.001	5.521	0.038
15:40:49	7636.067	310.488	303.293	305.672	303.170	302.637	303.256	305.875	309.187	309.946	309.169	303.358	303.897	303.959	305.950	303.967	304.429	60.009	0.010	-15.018	0.083	-0.036	4.256	34.460	4.038	4.746	4.709	4.792	4.781	2.448	41.730	5.177	4.667	0.510	1.375	-0.229	-0.002	-0.246	-0.004	24.030	0.001	23.948	0.002	0.000	0.001	0.031	0.041
15:40:49	7636.073	310.463	303.302	305.635	303.153	302.614	303.270	305.870	309.186	309.961	309.171	303.332	303.791	303.952	305.955	303.951	304.343	60.009	0.010	-15.021	0.082	-0.036	3.901	34.872	4.101	4.746	4.710	4.791	4.781	2.450	41.728	5.177	4.668	0.509	1.373	-0.229	-0.002	-0.247	-0.003	23.977	0.001	24.473	0.003	0.000	0.001	0.020	0.068
15:40:49	7636.080	310.450	303.350	305.732	303.171	302.633	303.263	305.821	309.175	309.986	309.181	303.366	303.779	303.997	305.952	303.964	304.345	60.009	0.010	-15.018	0.083	-0.037	3.577	35.276	4.144	4.744	4.709	4.791	4.782	2.454	41.728	5.176	4.667	0.509	1.376	-0.229	-0.002	-0.247	-0.004	24.027	0.001	23.939	0.002	0.000	0.001	0.028	0.041
15:40:49	7636.087	310.427	303.320	305.727	303.167	302.632	303.263	305.875	309.168	310.004	309.198	303.366	303.793	303.993	305.948	303.980	304.347	60.009	0.010	-15.021	0.082	-0.036	3.282	35.674	4.167	4.745	4.709	4.791	4.781	2.447	41.730	5.176	4.667	0.509	1.373	-0.229	-0.002	-0.247	-0.003	24.024	0.001	23.952	0.002	0.000	0.001	0.033	0.037
15:40:49	7636.093	310.412	303.330	305.728	303.163	302.609	303.286	305.886	309.181	310.015	309.171	303.347	303.748	303.953	305.959	303.969	304.338	60.009	0.010	-15.022	0.082	-0.035	3.004	36.022	4.211	4.745	4.710	4.791	4.781	2.454	41.733	5.177	4.667	0.510	1.374	-0.228	-0.002	-0.247	-0.004	24.598	0.002	23.372	0.270	0.000	0.001	0.045	6.314
15:40:49	7636.100	310.406	303.310	305.743	303.165	302.661	303.292	305.875	309.183	310.026	309.143	303.407	303.779	303.968	305.954	303.968	304.326	60.009	0.010	-15.017	0.082	-0.036	2.747	36.384	4.326	4.745	4.709	4.790	4.781	2.448	41.733	5.177	4.668	0.509	1.375	-0.228	-0.002	-0.246	-0.003	24.024	0.001	23.948	0.002	0.001	0.001	0.030	0.037
15:40:49	7636.107	310.402	303.263	305.712	303.162	302.625	303.291	305.857	309.173	310.048	309.164	303.340	303.770	304.001	305.955	303.956	304.332	60.009	0.010	-15.021	0.081	-0.036	2.525	36.719	4.475	4.746	4.710	4.791	4.781	2.449	41.733	5.177	4.668	0.510	1.375	-0.228	-0.002	-0.246	-0.003	24.019	0.001	23.974	0.001	0.000	0.001	0.029	0.035
15:40:49	7636.113	310.391	303.341	305.730	303.185	302.624	303.273	305.853	309.180	310.063	309.186	303.342	303.742	303.961	305.850	303.963	304.315	60.009	0.010	-15.018	0.082	-0.036	2.289	37.032	4.553	4.745	4.710	4.791	4.782	2.454	41.730	5.177	4.667	0.510	1.377	-0.229	-0.002	-0.247	-0.003	23.516	0.243	23.949	0.002	0.000	0.001	5.708	0.037
15:40:49	7636.120	310.442	303.325	305.734	303.167	302.626	303.282	305.869	309.185	310.089	309.194	303.347	303.739	303.953	306.047	303.933	304.338	60.009	0.010	-15.020	0.082	-0.036	2.103	37.338	4.468	4.745	4.709	4.791	4.781	2.448	41.730	5.176	4.667	0.509	1.380	-0.228	-0.002	-0.247	-0.003	24.024	0.001	23.950	0.002	0.000	0.001	0.033	0.038
15:40:49	7636.127	310.424	303.316	305.720	303.166	302.622	303.274	305.858	309.173	310.077	309.174	303.318	303.687	303.967	305.945	303.955	304.312	60.009	0.010	-15.021	0.082	-0.036	1.927	37.623	4.216	4.745	4.709	4.791	4.781	2.456	41.728	5.175	4.667	0.507	1.381	-0.228	-0.002	-0.246	-0.004	23.963	0.001	24.347	0.001	0.000	0.001	0.030	0.030
15:40:50	7636.133	310.409	303.312	305.709	303.202	302.619	303.274	305.857	309.176	310.122	309.180	303.352	303.690	303.948	305.969	303.975	304.414	60.009	0.010	-15.017	0.081	-0.036	1.747	37.901	3.863	4.746	4.709	4.791	4.781	2.448	41.726	5.175	4.667	0.508	1.385	-0.229	-0.002	-0.248	-0.003	24.029	0.001	23.940	0.002	0.000	0.001	0.035	0.040
15:40:50	7636.140	310.404	303.320	305.708	303.170	302.632	303.291	305.849	309.194	310.098	309.187	303.346	303.654	303.956	305.950	303.864	304.291	60.009	0.010	-15.022	0.082	-0.036	1.596	38.154	3.431	4.745	4.709	4.791	4.781	2.449	41.728	5.175	4.667	0.508	1.387	-0.228	-0.002	-0.247	-0.004	24.035	0.001	23.952	0.002	0.000	0.001	0.034	0.040
15:40:50	7636.147	310.292	303.317	305.730	303.171	302.634	303.271	305.847	309.174	310.106	309.166	303.370	303.619	303.960	305.931	303.951	304.099	60.009	0.010	-15.018	0.081	-0.037	1.459	38.383	2.932	4.744	4.710	4.791	4.782	2.453	41.733	5.176	4.667	0.509	1.390	-0.228	-0.002	-0.246	-0.003	24.406	0.001	23.395	0.276	0.000	0.001	0.031	6.448
15:40:50	7636.153	310.430	303.313	305.741	303.180	302.642	303.270	305.843	309.183	310.131	309.165	303.351	303.584	303.987	305.938	303.945	304.329	60.009	0.010	-15.019	0.082	-0.036	1.336	38.615	2.446	4.745	4.709	4.791	4.781	2.447	41.724	5.176	4.668	0.509	1.397	-0.229	-0.002	-0.246	-0.004	24.023	0.001	23.948	0.002	0.000	0.001	0.036	0.038
15:40:50	7636.160	310.418	303.329	305.767	303.169	302.652	303.279	305.842	309.194	310.150	309.183	303.356	303.536	303.952	305.938	303.947	304.324	60.009	0.010	-15.021	0.082	-0.036	1.213	38.833	2.016	4.745	4.709	4.791	4.781	2.454	41.728	5.177	4.668	0.509	1.396	-0.229	-0.002	-0.246	-0.003	24.026	0.001	23.970	0.002	0.000	0.001	0.032	0.044
15:40:50	7636.167	310.389	303.353	305.759	303.182	302.636	303.288	305.816	309.182	310.152	309.189	303.350	303.499	303.960	305.920	303.962	304.315	60.009	0.010	-15.019	0.082	-0.036	1.114	39.002	1.638	4.746	4.709	4.791	4.782	2.448	41.733	5.177	4.668	0.508	1.398	-0.228	-0.002	-0.246	-0.004	23.545	0.250	23.926	0.002	0.000	0.001	5.881	0.038
