Data File:  G:\Meu Drive\Integrated Design\Bancada para o Controle\Henrique\Testes Passivos\REG_CVHS_passivo\01_11_2019\Transient\20191031_LaFeSi_CVHS_mf20_dT3K_Th303_Fb0p5_f0p75_cycle_10_35_27.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: sexta-feira, 1 de novembro de 2019 @ 10:35:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Test Apparatus - Experimentos iniciais - POLO-UFSC 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Run Time [s],T Reg Hot [�C],T Reg Cold [�C],T CHEX in [�C],T CHEX out [�C],T HHEX in [�C],T HHEX out [�C],T amb left [�C],T amb door [�C],T amb right [�C],T cab down [�C] ,T cab middle [�C],T cab up [�C],Torque [Nm],Displacement [%], MFR - HB [kg/h], MFR - CB [kg/h],HighFlow [L/h],LowFlow [L/h],P Hot in [bar],P Cold in [bar],P Cold out [bar] ,P Hot out [bar],P sys in [bar],P sys out [bar],dp Cold [bar],dp Hot [bar],dp System [bar],Field [V],V_VHB_high [V],I_VHB_high [A],V_VHB_low [V],I_VHB_low [A],V_VCB_high [V],I_VCB_high [A],V_VCB_low [V],I_VCB_low [A],f AMR [Hz],Vazao setada [kg/h],FB [%],W pump [W],W motor [W],W VHB High [W],W VHB Low [W],W VCB High [W],W VCB Low [W]
2439.46000,30.30673,27.71113,27.56124,30.29614,30.51463,27.68583,25.45323,25.91625,27.92325,26.36850,26.34471,26.35305,-0.23924,0.23601,7.31050,9.65268,21.44804,2.22367,1.90609,1.86143,1.89477,1.83873,2.04730,1.87008,-0.03334,0.06735,0.17722,2.70602,24.46526,0.00137,23.75597,0.28551,-0.00092,-0.00383,-0.00618,-0.00470,0.75000,1.53000,50.00000,0.11395,-0.56298,1.65035,1.62532,1.45529,1.58910
2439.46667,30.30455,27.72651,27.56966,30.31291,30.61535,27.68755,25.46910,25.91415,27.91933,26.37992,26.31915,26.34729,-0.23956,0.23352,7.91219,9.19530,21.44355,2.23761,1.90498,1.86033,1.89339,1.83790,2.04812,1.87008,-0.03306,0.06708,0.17804,2.70746,24.30335,0.00145,24.26909,0.00131,-0.00185,-0.00391,-0.00665,-0.00478,0.75000,1.53000,50.00000,0.11395,-0.56298,1.65035,1.62532,1.45529,1.58910
2439.47333,30.37469,27.71053,27.55965,30.33393,30.60190,27.66837,25.46713,25.89697,27.92435,26.39307,26.33831,26.35859,-0.23924,0.23104,8.49981,8.75904,21.44579,2.22256,1.90443,1.85867,1.89201,1.83790,2.04812,1.86953,-0.03334,0.06653,0.17860,2.70586,24.29780,0.00145,24.30194,0.00119,-0.00231,-0.00403,-0.00757,-0.00442,0.75000,1.53000,50.00000,0.11395,-0.56299,1.65035,1.62394,1.45529,1.58910
2439.48000,30.30285,27.68356,27.59217,30.29712,30.60410,27.69374,25.49418,25.91787,27.91333,26.37120,26.35883,26.35134,-0.23892,0.23104,9.08391,8.31574,21.44804,2.23203,1.90415,1.85784,1.89201,1.83735,2.04688,1.87008,-0.03417,0.06680,0.17680,2.70742,23.79910,0.32476,24.13352,0.00115,-0.00185,-0.00395,-0.00618,-0.00474,0.75000,1.53000,50.00000,0.11395,-0.56299,1.65804,1.62394,1.45529,1.58910
2439.48667,30.33050,27.69013,27.57236,30.29783,30.63449,27.69156,25.45470,25.89819,27.93401,26.38005,26.32284,26.35589,-0.23892,0.22855,9.66801,7.89354,21.44804,2.22451,1.90388,1.85756,1.89118,1.83652,2.04854,1.86980,-0.03362,0.06736,0.17874,2.70622,24.32972,0.00145,24.29223,0.00131,-0.00231,-0.00391,-0.00665,-0.00474,0.75000,1.53000,50.00000,0.11395,-0.56299,1.65804,1.62394,1.45529,1.58910
2439.49333,30.35574,27.70760,27.57920,30.29299,30.60722,27.68802,25.46184,25.90348,27.90587,26.38213,26.34373,26.36510,-0.23924,0.23104,10.25915,7.49246,21.44355,2.22311,1.90222,1.85701,1.89090,1.83569,2.04937,1.87036,-0.03390,0.06653,0.17901,2.70614,24.24922,0.00125,24.52588,0.00187,-0.00231,-0.00395,-0.00618,-0.00474,0.75000,1.53000,50.00000,0.11395,-0.56300,1.65801,1.61771,1.45529,1.58910
2439.50000,30.32190,27.70019,27.57651,30.29273,30.61849,27.69081,25.46221,25.89811,27.92740,26.39098,26.35342,26.32285,-0.23956,0.23104,10.83973,7.07027,21.44355,2.23705,1.90167,1.85646,1.88952,1.83514,2.04978,1.87008,-0.03307,0.06653,0.17970,2.70738,23.61591,0.26761,24.21773,0.00131,-0.00139,-0.00395,-0.00618,-0.00510,0.75000,1.53000,50.00000,0.11395,-0.56300,1.66430,1.61771,1.45529,1.58910
2439.50667,30.34242,27.69137,27.56930,30.28448,30.60601,27.68044,25.46652,25.88813,27.90809,26.36592,26.36361,26.34704,-0.23860,0.22606,11.42031,6.68678,21.44804,2.22088,1.90084,1.85673,1.88980,1.83431,2.04978,1.87036,-0.03307,0.06653,0.17943,2.70586,24.31491,0.00133,24.29223,0.00131,-0.00231,-0.00379,-0.00665,-0.00470,0.75000,1.53000,50.00000,0.11394,-0.56300,1.66430,1.61771,1.45529,1.58910
2439.51333,30.34871,27.69407,27.56782,30.28130,30.60638,27.69839,25.44856,25.93211,27.92325,26.37182,26.35698,26.33082,-0.23828,0.22606,11.99737,6.30681,21.44355,2.23092,1.90057,1.85535,1.88925,1.83403,2.04854,1.87008,-0.03390,0.06653,0.17846,2.70754,24.39448,0.00109,23.80501,0.28976,-0.00092,-0.00399,-0.00757,-0.00474,0.75000,1.53000,50.00000,0.11394,-0.56300,1.65682,1.62458,1.45529,1.58910
2439.52000,30.34506,27.71382,27.54047,30.29736,30.58356,27.68657,25.45754,25.88714,27.93180,26.36493,26.35576,26.38376,-0.23828,0.22855,12.53573,5.94443,21.44130,2.22451,1.90029,1.85507,1.88842,1.83348,2.04937,1.87036,-0.03335,0.06681,0.17901,2.70634,24.33897,0.00133,24.30888,0.00139,-0.00185,-0.00395,-0.00711,-0.00470,0.75000,1.53000,50.00000,0.11394,-0.56300,1.65682,1.62458,1.45529,1.58910
2439.52667,30.35333,27.69403,27.59032,30.29055,30.60334,27.70829,25.46541,25.90263,27.93353,26.38152,26.34715,26.33857,-0.23796,0.23601,13.07409,5.61723,21.44130,2.22395,1.90001,1.85507,1.88842,1.83348,2.04978,1.87008,-0.03335,0.06653,0.17970,2.70634,24.29733,0.00145,24.32137,0.00127,-0.00185,-0.00407,-0.00711,-0.00470,0.75000,1.53000,50.00000,0.11394,-0.56300,1.65683,1.62409,1.45529,1.58910
2439.53333,30.34871,27.69295,27.51835,30.28106,30.60564,27.68290,25.47303,25.91171,27.93940,26.34838,26.35647,26.33636,-0.23828,0.23601,13.59485,5.25485,21.43906,2.23789,1.89974,1.85452,1.88814,1.83403,2.04812,1.87036,-0.03362,0.06570,0.17777,2.70758,23.73619,0.33918,24.13908,0.00139,-0.00139,-0.00407,-0.00665,-0.00470,0.75000,1.53000,50.00000,0.11394,-0.56300,1.65898,1.62409,1.45529,1.58910
2439.54000,30.36207,27.70369,27.57920,30.30453,30.60166,27.68853,25.46639,25.89501,27.92423,26.35436,26.33351,26.35883,-0.23796,0.23104,14.08043,4.94172,21.44130,2.22088,1.89946,1.85424,1.88759,1.83321,2.04854,1.87008,-0.03335,0.06626,0.17846,2.70570,24.31584,0.00145,24.29084,0.00127,-0.00185,-0.00403,-0.00665,-0.00474,0.75000,1.53000,50.00000,0.11394,-0.56300,1.65898,1.62409,1.45529,1.58910
2439.54667,30.37405,27.70504,27.57822,30.29736,30.60226,27.70384,25.46836,25.82018,27.90600,26.37316,26.34936,26.35748,-0.23828,0.23601,14.55545,4.63211,21.44130,2.23036,1.89946,1.85452,1.88787,1.83293,2.04812,1.86980,-0.03335,0.06653,0.17832,2.70770,24.23858,0.00185,24.49396,0.00079,-0.00231,-0.00399,-0.00711,-0.00474,0.75000,1.53000,50.00000,0.11394,-0.56300,1.65900,1.61782,1.45529,1.58910
2439.55333,30.34871,27.70541,27.58972,30.29031,30.60748,27.67788,25.47266,25.91933,27.93926,26.35879,26.33672,26.38884,-0.23892,0.23601,15.02344,4.32954,21.43906,2.22311,1.89891,1.85480,1.88759,1.83348,2.04688,1.86980,-0.03280,0.06543,0.17708,2.70618,23.77134,0.28755,24.25290,0.00131,-0.00370,-0.00403,-0.00665,-0.00474,0.75000,1.53000,50.00000,0.11394,-0.56300,1.66580,1.61782,1.45529,1.58910
2439.56000,30.36327,27.71628,27.56908,30.26187,30.60200,27.69290,25.46245,25.91540,27.93071,26.37661,26.34347,26.35429,-0.23860,0.23352,15.43864,4.06216,21.44130,2.22088,1.89946,1.85452,1.88842,1.83348,2.04647,1.87008,-0.03390,0.06598,0.17639,2.70614,24.31815,0.00109,24.30888,0.00131,-0.00278,-0.00391,-0.00757,-0.00474,0.75000,1.53000,50.00000,0.11394,-0.56300,1.66579,1.61782,1.45529,1.58910
2439.56667,30.36267,27.70773,27.56649,30.38948,30.59678,27.70876,25.47094,25.89992,27.92679,26.37181,26.35366,26.33538,-0.23828,0.23104,15.85384,3.79125,21.44130,2.23482,1.89919,1.85480,1.88787,1.83238,2.04564,1.86980,-0.03307,0.06681,0.17583,2.70754,24.29826,0.00149,23.73376,0.29288,-0.00139,-0.00399,-0.00665,-0.00478,0.75000,1.53000,50.00000,0.11394,-0.56300,1.65797,1.62474,1.45529,1.58910
2439.57333,30.37178,27.69746,27.57236,30.30550,30.59751,27.70876,25.47747,25.90549,27.92716,26.36211,26.34347,26.34176,-0.23892,0.23104,16.22682,3.54145,21.44130,2.22005,1.89946,1.85452,1.88814,1.83321,2.04481,1.87008,-0.03362,0.06626,0.17473,2.70590,24.31908,0.00137,24.35099,0.00139,-0.00139,-0.00395,-0.00757,-0.00474,0.75000,1.53000,50.00000,0.11393,-0.56300,1.65797,1.62473,1.45529,1.58910
2439.58000,30.38219,27.69746,27.58042,30.29725,30.62630,27.71317,25.49603,25.91256,27.93279,26.37869,26.34163,26.31819,-0.23892,0.23601,16.57869,3.29869,21.43681,2.22980,1.89919,1.85507,1.88759,1.83376,2.04522,1.86980,-0.03252,0.06543,0.17542,2.70742,24.32648,0.00137,24.31814,0.00139,-0.00231,-0.00391,-0.00711,-0.00466,0.75000,1.53000,50.00000,0.11393,-0.56300,1.65797,1.62457,1.45529,1.58910
2439.58667,30.37881,27.73772,27.59635,30.29530,30.59216,27.70304,25.47956,25.91049,27.91529,26.37010,26.37097,26.33733,-0.23860,0.22855,16.91297,3.08056,21.44130,2.22423,1.90001,1.85480,1.88814,1.83376,2.04481,1.86953,-0.03335,0.06625,0.17528,2.70622,24.85062,0.00237,24.27557,0.06804,-0.00231,-0.00395,-0.00665,-0.00462,0.75000,1.53000,50.00000,0.11393,-0.56300,1.65154,1.62619,1.45529,1.58910
2439.59333,30.38851,27.76811,27.57640,30.30730,30.61110,27.69987,25.47857,25.90656,27.95811,26.38926,26.34102,26.34410,-0.23892,0.22855,17.20854,2.86595,21.43681,2.22311,1.90001,1.85480,1.88870,1.83321,2.04522,1.87008,-0.03390,0.06681,0.17514,2.70606,24.31676,0.00153,24.29685,0.00139,-0.00278,-0.00403,-0.00711,-0.00490,0.75000,1.53000,50.00000,0.11393,-0.56300,1.65154,1.62619,1.45529,1.58910
2439.60000,30.38754,27.71699,27.56515,30.27743,30.61461,27.71462,25.47242,25.92306,27.95127,26.37612,26.35722,26.34741,-0.23924,0.22855,17.49707,2.66892,21.44130,2.23649,1.89946,1.85535,1.88814,1.83403,2.04398,1.86980,-0.03279,0.06543,0.17418,2.70762,24.11692,0.00161,24.40420,0.00119,-0.00092,-0.00403,-0.00757,-0.00478,0.75000,1.53000,50.00000,0.11393,-0.56300,1.65154,1.61982,1.45529,1.58910
2439.60667,30.38901,27.71285,27.58198,30.29882,30.61705,27.73452,25.45792,25.91171,27.94539,26.36506,26.34323,26.36375,-0.23828,0.23601,17.75393,2.48246,21.43906,2.22005,1.89946,1.85452,1.88814,1.83348,2.04398,1.86980,-0.03362,0.06598,0.17418,2.70570,23.77597,0.30441,24.20848,0.00135,-0.00231,-0.00395,-0.00803,-0.00474,0.75000,1.53000,50.00000,0.11393,-0.56299,1.65875,1.61982,1.45529,1.58910
2439.61333,30.36495,27.71746,27.60118,30.27609,30.61197,27.71597,25.48287,25.92597,27.93204,26.40610,26.35368,26.33894,-0.23828,0.23601,18.00024,2.32413,21.43906,2.22953,1.89946,1.85563,1.88814,1.83431,2.04398,1.86980,-0.03252,0.06515,0.17418,2.70726,24.32879,0.00141,24.30981,0.00131,-0.00185,-0.00399,-0.00711,-0.00462,0.75000,1.53000,50.00000,0.11393,-0.56299,1.65875,1.61983,1.45529,1.58910
2439.62000,30.37141,27.72816,27.59141,30.29750,30.59922,27.69011,25.45766,25.88948,27.90013,26.36260,26.34840,26.34299,-0.23860,0.23352,18.21488,2.13767,21.44355,2.22228,1.89919,1.85590,1.88870,1.83431,2.04274,1.86980,-0.03279,0.06487,0.17293,2.70614,24.32925,0.00125,23.80270,0.29661,-0.00139,-0.00403,-0.00803,-0.00486,0.75000,1.53000,50.00000,0.11393,-0.56299,1.65719,1.62687,1.45529,1.58910
2439.62667,30.39096,27.71712,27.57091,30.29591,30.61183,27.66654,25.47550,25.90188,27.90404,26.37255,26.36754,26.35539,-0.23860,0.23352,18.40137,1.98990,21.44579,2.22033,1.89974,1.85535,1.88842,1.83459,2.04315,1.86953,-0.03307,0.06515,0.17362,2.70578,24.30566,0.05299,24.28112,0.00119,-0.00046,-0.00443,-0.00618,-0.00474,0.75000,1.53000,50.00000,0.11393,-0.56298,1.65845,1.62686,1.45529,1.58910
2439.63333,30.40331,27.72675,27.56821,30.27694,30.60297,27.71192,25.47967,25.88813,27.91933,26.36973,26.35329,26.33624,-0.23828,0.22855,18.57378,1.83510,21.43906,2.23454,1.90001,1.85590,1.88897,1.83376,2.04232,1.86953,-0.03307,0.06625,0.17280,2.70766,24.27513,0.00137,24.26817,0.00135,-0.00185,-0.00395,-0.00757,-0.00466,0.75000,1.53000,50.00000,0.11393,-0.56298,1.65845,1.62683,1.45529,1.58910
2439.64000,30.39675,27.72052,27.56895,30.30064,30.64543,27.71684,25.45471,25.92903,27.92275,26.37833,26.35207,26.32101,-0.23892,0.23104,18.72860,1.70140,21.44130,2.21865,1.89974,1.85673,1.88870,1.83459,2.04232,1.86980,-0.03196,0.06515,0.17252,2.70578,24.50597,0.00093,23.70461,0.20233,-0.00231,-0.00395,-0.00711,-0.00474,0.75000,1.53000,50.00000,0.11393,-0.56298,1.65152,1.63159,1.45529,1.58910
2439.64667,30.43390,27.73884,27.58641,30.27840,30.61655,27.71233,25.46627,25.90398,27.92410,26.38521,26.36117,26.35147,-0.23796,0.23352,18.86231,1.58178,21.43906,2.22897,1.90001,1.85673,1.88870,1.83514,2.04191,1.86980,-0.03196,0.06487,0.17210,2.70710,24.32833,0.00141,24.30055,0.00135,-0.00231,-0.00395,-0.00711,-0.00454,0.75000,1.53000,50.00000,0.11392,-0.56297,1.65152,1.63159,1.45529,1.58910
2439.65333,30.41864,27.73601,27.58068,30.27063,30.63549,27.77037,25.46589,25.91859,27.92434,26.36482,26.32727,26.34237,-0.23796,0.23104,18.98195,1.46216,21.43681,2.22228,1.90001,1.85646,1.88870,1.83514,2.04149,1.86980,-0.03224,0.06487,0.17169,2.70630,24.17798,0.00133,24.43936,0.00171,-0.00278,-0.00383,-0.00711,-0.00478,0.75000,1.53000,50.00000,0.11392,-0.56297,1.65152,1.62520,1.45529,1.58910
2439.66000,30.40659,27.73234,27.58739,30.28158,30.62167,27.70866,25.46971,25.87657,27.92031,26.38116,26.35071,26.34667,-0.23860,0.23601,19.09103,1.36013,21.44355,2.22144,1.90057,1.85673,1.88897,1.83542,2.04232,1.87036,-0.03224,0.06515,0.17197,2.70578,23.77134,0.31963,24.17193,0.00259,-0.00278,-0.00387,-0.00711,-0.00470,0.75000,1.53000,50.00000,0.11392,-0.56296,1.65908,1.62523,1.45529,1.58910
2439.66667,30.42812,27.73358,27.56491,30.28083,30.59835,27.70267,25.49665,25.91713,27.92838,26.37612,26.32640,26.34066,-0.23892,0.23104,19.17196,1.25106,21.44130,2.23594,1.90057,1.85673,1.88980,1.83542,2.04149,1.87008,-0.03307,0.06515,0.17141,2.70826,24.23396,0.00001,24.24040,0.00147,24.63527,0.02512,24.45028,0.02670,0.75000,1.53000,50.00000,0.11392,-0.56296,1.65908,1.62527,1.45163,1.58555
2439.67333,30.42978,27.73627,27.58676,30.29299,30.61026,27.72085,25.47808,25.92252,27.93597,26.36936,26.36975,26.34078,-0.23828,0.23104,19.24937,1.15959,21.43906,2.21810,1.90084,1.85701,1.88952,1.83569,2.04067,1.87008,-0.03252,0.06515,0.17059,2.70622,-0.01054,-0.00235,-0.02102,-0.00365,23.58431,0.50498,23.60221,0.43319,0.75000,1.53000,50.00000,0.11392,-0.56296,1.65908,1.62527,1.45221,1.58738
2439.68000,30.42262,27.73873,27.57286,30.28545,30.58744,27.71421,25.48299,25.90852,27.92031,26.34515,26.44795,26.34004,-0.23924,0.23104,19.30919,1.08219,21.44130,2.22702,1.90167,1.85811,1.89008,1.83625,2.04149,1.86925,-0.03196,0.06542,0.17224,2.70850,0.00750,-0.00247,-0.01084,-0.00397,23.60421,0.55972,23.48238,0.60818,0.75000,1.53000,50.00000,0.11392,-0.56295,1.65908,1.62527,1.44506,1.58137
2439.68667,30.44555,27.74260,27.56821,30.28666,30.59571,27.70536,25.48226,25.89123,27.92190,26.36026,26.36016,26.35381,-0.23892,0.22855,19.37252,0.99423,21.43906,2.22033,1.90112,1.85784,1.88842,1.83569,2.04108,1.87008,-0.03058,0.06542,0.17100,2.71355,0.00704,-0.00243,-0.01084,-0.00381,23.01926,1.15936,23.01879,1.10399,0.75000,1.53000,50.00000,0.11392,-0.56295,1.65908,1.62527,1.44365,1.58043
2439.69333,30.44070,27.76054,27.57273,30.28083,30.60029,27.72038,25.47303,25.91896,27.92496,26.37427,26.33489,26.34569,-0.23860,0.23352,19.42530,0.92387,21.43906,2.21782,1.90139,1.85867,1.88732,1.83569,2.04149,1.87008,-0.02865,0.06570,0.17141,2.70750,0.01352,-0.00243,-0.00437,-0.00385,21.31996,1.21979,21.39992,1.14036,0.75000,1.53000,50.00000,0.11392,-0.56295,1.65908,1.62527,1.44088,1.57789
2439.70000,30.42758,27.74166,27.55587,30.27002,30.60685,27.72684,25.50648,25.90951,27.92618,26.37194,26.34113,26.34397,-0.23828,0.22855,19.46753,0.84646,21.43681,2.23176,1.90305,1.85950,1.88677,1.83707,2.03942,1.86980,-0.02727,0.06598,0.16962,2.71134,0.01074,-0.00243,-0.00714,-0.00393,21.84104,1.26059,21.83159,1.17797,0.75000,1.53000,50.00000,0.11392,-0.56294,1.65908,1.62527,1.43967,1.57671
2439.70667,30.44130,27.73590,27.58982,30.28582,30.62967,27.71560,25.47684,25.90385,27.92973,26.36764,26.32116,26.34840,-0.23892,0.22855,19.49568,0.78314,21.43906,2.21447,1.90443,1.86143,1.88539,1.83790,2.03901,1.87008,-0.02395,0.06653,0.16893,2.70890,0.00797,-0.00247,-0.01038,-0.00393,22.64812,1.23757,22.66716,1.16171,0.75000,1.53000,50.00000,0.11392,-0.56294,1.65908,1.62527,1.43975,1.57674
2439.71333,30.44448,27.74506,27.57064,30.29941,30.59156,27.72247,25.46492,25.91344,27.93621,26.45634,26.33598,26.36400,-0.23924,0.23352,19.52382,0.73388,21.44130,2.22367,1.90581,1.86309,1.88456,1.83984,2.03735,1.87036,-0.02147,0.06597,0.16699,2.71259,0.00750,-0.00243,-0.01038,-0.00389,24.38584,0.00113,22.95725,1.19227,0.75000,1.53000,50.00000,0.11392,-0.56294,1.65908,1.62527,1.41374,1.57959
2439.72000,30.45442,27.77202,27.60034,30.28301,30.60528,27.70853,25.46294,25.88555,27.87125,26.35068,26.36778,26.34545,-0.23892,0.22855,19.53790,0.67407,21.43681,2.21782,1.90581,1.86420,1.88345,1.84067,2.03611,1.86980,-0.01926,0.06514,0.16630,2.71575,0.00750,-0.00247,-0.01038,-0.00393,22.90727,1.21518,22.89479,1.17717,0.75000,1.53000,50.00000,0.11392,-0.56294,1.65908,1.62527,1.44156,1.57926
2439.72667,30.44689,27.75250,27.57468,30.28837,30.60092,27.71536,25.49132,25.91245,27.93084,26.38288,26.34373,26.33280,-0.23796,0.24347,19.57661,0.63537,21.44579,2.21614,1.90664,1.86641,1.88207,1.84205,2.03486,1.87036,-0.01567,0.06459,0.16451,2.70714,0.01352,-0.00247,-0.00483,-0.00389,21.77579,1.03538,21.69325,1.15935,0.75000,1.53000,50.00000,0.11392,-0.56293,1.65908,1.62527,1.43589,1.57723
2439.73333,30.44070,27.77262,27.55891,30.28958,30.61682,27.71610,25.47697,25.90385,27.93230,26.37255,26.32629,26.27593,-0.23924,0.23601,19.58012,0.57908,21.43457,2.23036,1.91023,1.87194,1.88373,1.85255,2.03321,1.86953,-0.01179,0.05768,0.16368,2.70902,0.00704,-0.00243,-0.01084,-0.00381,24.52884,0.00081,24.44056,0.00119,0.75000,1.53000,50.00000,0.11392,-0.56293,1.65908,1.62527,1.43589,1.57722
2439.74000,30.44796,27.70211,27.60853,30.29433,30.60709,27.72499,25.46615,25.92313,27.92545,26.25680,26.35968,26.34348,-0.23924,0.23104,19.58716,0.54389,21.44130,2.21196,1.91299,1.87774,1.88594,1.86083,2.03196,1.87008,-0.00820,0.05215,0.16188,2.70550,0.00612,-0.00251,-0.01084,-0.00389,24.39047,0.00101,24.30593,0.00111,0.75000,1.53000,50.00000,0.11391,-0.56293,1.65908,1.62527,1.43589,1.57722
2439.74667,30.43658,27.78313,27.58409,30.28727,30.59959,27.71327,25.46787,25.92130,27.94221,26.35904,26.35220,26.35774,-0.23892,0.23601,19.62235,0.50167,21.43457,2.22033,1.90664,1.87581,1.87821,1.85669,2.03321,1.86953,-0.00241,0.04995,0.16368,2.70706,0.00704,-0.00235,-0.00946,-0.00389,24.35529,0.00093,24.28279,0.00127,0.75000,1.53000,50.00000,0.11391,-0.56292,1.65908,1.62527,1.43589,1.57722
2439.75333,30.52965,27.76751,27.58335,30.26905,30.58975,27.69704,25.45191,25.88863,27.93927,26.36837,26.34102,26.33316,-0.23924,0.23352,19.61179,0.46649,21.43233,2.21419,1.90277,1.87581,1.87490,1.85641,2.03735,1.86980,0.00090,0.04636,0.16755,2.70614,0.00797,-0.00239,-0.01084,-0.00393,23.88465,0.25302,23.82198,0.28580,0.75000,1.53000,50.00000,0.11391,-0.56292,1.65908,1.62527,1.44191,1.58400
2439.76000,30.45439,27.79642,27.58348,30.28350,30.51757,27.71145,25.48410,25.89859,27.95028,26.39110,26.33818,26.39752,-0.23956,0.23104,19.63642,0.44186,21.43008,2.21224,1.90167,1.87968,1.87573,1.86222,2.04481,1.87008,0.00395,0.03945,0.17473,2.70574,0.00704,-0.00243,-0.01084,-0.00389,24.39463,0.00097,24.31240,0.00135,0.75000,1.53000,50.00000,0.11391,-0.56292,1.65908,1.62527,1.44191,1.58400
2439.76667,30.46737,27.77787,27.57273,30.27633,30.61050,27.71243,25.43663,25.90581,27.91505,26.38177,26.34641,26.34704,-0.23988,0.23601,19.64698,0.40668,21.43906,2.22674,1.89836,1.88106,1.87325,1.86222,2.05227,1.87008,0.00781,0.03614,0.18219,2.70762,0.00889,-0.00235,-0.00946,-0.00389,24.34650,0.00105,24.25873,0.00127,0.75000,1.53000,50.00000,0.11390,-0.56292,1.65908,1.62527,1.44191,1.58398
2439.77333,30.44806,27.77104,27.57627,30.28934,30.60735,27.72842,25.46516,25.91073,27.93068,26.39270,26.34100,26.34877,-0.23988,0.22855,19.65753,0.38205,21.43906,2.20890,1.89504,1.88327,1.87297,1.86360,2.05683,1.86980,0.01030,0.03145,0.18702,2.70582,0.00704,-0.00251,-0.01177,-0.00409,24.37982,0.00113,24.29482,0.00167,0.75000,1.53000,50.00000,0.11390,-0.56292,1.65908,1.62527,1.44191,1.58399
2439.78000,30.47564,27.80312,27.57249,30.29809,30.59715,27.71415,25.45348,25.94244,27.91409,26.37526,26.33648,26.34126,-0.23796,0.23601,19.66457,0.36094,21.43457,2.21810,1.89284,1.88659,1.87269,1.86746,2.05973,1.87008,0.01389,0.02537,0.18965,2.70722,0.00612,-0.00247,-0.01038,-0.00385,24.39648,0.00085,24.30916,0.00123,0.75000,1.53000,50.00000,0.11390,-0.56291,1.65908,1.62527,1.44191,1.58399
2439.78667,30.47781,27.78410,27.58031,30.29457,30.72362,27.70425,25.44168,25.93333,27.93976,26.37833,26.35010,26.35405,-0.23924,0.22855,19.69272,0.33632,21.43906,2.21280,1.88787,1.88714,1.86883,1.86746,2.06180,1.87119,0.01831,0.02040,0.19061,2.70578,0.00797,-0.00239,-0.01038,-0.00389,24.57095,0.00169,24.41095,0.00155,0.75000,1.53000,50.00000,0.11390,-0.56291,1.65908,1.62527,1.43603,1.57731
2439.79333,30.46653,27.78043,27.56921,30.29115,30.61451,27.69913,25.47303,25.91662,27.92594,26.38595,26.34960,26.33231,-0.23924,0.23601,19.69624,0.31872,21.43906,2.21057,1.88235,1.88797,1.86524,1.86664,2.06304,1.87008,0.02272,0.01571,0.19296,2.70578,0.00750,-0.00227,-0.00899,-0.00385,24.38260,0.00101,24.30084,0.00123,0.75000,1.53000,50.00000,0.11389,-0.56291,1.65908,1.62527,1.43603,1.57731
2439.80000,30.45101,27.81291,27.55159,30.30721,30.61063,27.72179,25.47008,25.92215,27.91726,26.36272,26.35034,26.33881,-0.23892,0.23104,19.70680,0.29410,21.43906,2.22562,1.87904,1.89018,1.86304,1.86857,2.06636,1.87036,0.02714,0.01047,0.19600,2.70762,0.00704,-0.00243,-0.01084,-0.00369,24.35252,0.00101,24.26937,0.00099,0.75000,1.53000,50.00000,0.11389,-0.56290,1.65908,1.62527,1.43602,1.57731
2439.80667,30.47587,27.79679,27.56295,30.27888,30.62190,27.72136,25.47512,25.91171,27.91603,26.36825,26.35722,26.32322,-0.23924,0.23104,19.72087,0.28002,21.43906,2.20862,1.87517,1.89101,1.85862,1.86940,2.06926,1.87119,0.03239,0.00577,0.19807,2.70570,0.00704,-0.00239,-0.01038,-0.00389,23.86660,0.25810,23.78219,0.29085,0.75000,1.53000,50.00000,0.11389,-0.56290,1.65908,1.62527,1.44216,1.58420
2439.81333,30.44250,27.80921,27.58177,30.29723,30.59998,27.70694,25.45495,25.92449,27.93254,26.37415,26.35464,26.35318,-0.23956,0.23104,19.72791,0.26243,21.43681,2.21810,1.87158,1.89239,1.85586,1.86968,2.07050,1.87063,0.03653,0.00191,0.19987,2.70706,0.00612,-0.00243,-0.01177,-0.00385,24.39648,0.00089,24.30176,0.00127,0.75000,1.53000,50.00000,0.11389,-0.56290,1.65908,1.62527,1.44216,1.58420
2439.82000,30.44495,27.82664,27.57590,30.29165,30.59109,27.73098,25.46135,25.93591,27.92803,26.36887,26.34395,26.35576,-0.23860,0.23601,19.73846,0.24836,21.44130,2.21224,1.86827,1.89433,1.85503,1.87106,2.07258,1.87119,0.03929,-0.00279,0.20139,2.70610,0.00704,-0.00239,-0.01084,-0.00377,24.40759,0.00105,24.32119,0.00131,0.75000,1.53000,50.00000,0.11389,-0.56290,1.65908,1.62527,1.44217,1.58421
