Data File:  G:\Meu Drive\Integrated Design\Bancada para o Controle\Henrique\Testes Passivos\REG_CVHS_passivo\01_11_2019\Transient\20191031_LaFeSi_CVHS_mf20_dT3K_Th303_Fb0p5_f0p75_cycle_10_35_27.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: sexta-feira, 1 de novembro de 2019 @ 10:35:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Test Apparatus - Experimentos iniciais - POLO-UFSC 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Run Time [s],T Reg Hot [�C],T Reg Cold [�C],T CHEX in [�C],T CHEX out [�C],T HHEX in [�C],T HHEX out [�C],T amb left [�C],T amb door [�C],T amb right [�C],T cab down [�C] ,T cab middle [�C],T cab up [�C],Torque [Nm],Displacement [%], MFR - HB [kg/h], MFR - CB [kg/h],HighFlow [L/h],LowFlow [L/h],P Hot in [bar],P Cold in [bar],P Cold out [bar] ,P Hot out [bar],P sys in [bar],P sys out [bar],dp Cold [bar],dp Hot [bar],dp System [bar],Field [V],V_VHB_high [V],I_VHB_high [A],V_VHB_low [V],I_VHB_low [A],V_VCB_high [V],I_VCB_high [A],V_VCB_low [V],I_VCB_low [A],f AMR [Hz],Vazao setada [kg/h],FB [%],W pump [W],W motor [W],W VHB High [W],W VHB Low [W],W VCB High [W],W VCB Low [W]
2460.38667,30.39762,27.65586,27.56734,30.38304,30.61996,27.70876,25.48681,25.89219,27.91738,26.37869,26.34715,26.33429,-0.23700,0.23352,0.58631,19.13440,21.55129,2.24095,1.84895,1.90317,1.83434,1.87934,2.05351,1.86953,0.06883,-0.03040,0.18399,2.71142,22.37102,1.14891,22.15183,1.20372,0.00185,-0.00399,-0.00295,-0.00486,0.75000,1.53000,50.00000,0.11448,-0.56164,1.66313,1.69924,1.51981,1.60279
2460.39333,30.39578,27.62768,27.54871,30.36007,30.59838,27.71169,25.49197,25.90029,27.92681,26.35805,26.35966,26.31942,-0.23732,0.23601,0.51946,19.22939,21.54680,2.22451,1.85033,1.90289,1.83489,1.87824,2.05268,1.86953,0.06800,-0.02791,0.18316,2.70914,22.60001,1.18783,22.50810,1.24901,0.00000,-0.00399,-0.00665,-0.00474,0.75000,1.53000,50.00000,0.11448,-0.56163,1.66316,1.69923,1.51981,1.60279
2460.40000,30.40562,27.57812,27.56538,30.30928,30.63861,27.78003,25.51435,25.89697,27.90624,26.36530,26.34434,26.35307,-0.23732,0.23352,0.49834,19.32438,21.55129,2.23426,1.85171,1.90317,1.83489,1.87713,2.05227,1.87008,0.06828,-0.02543,0.18219,2.71399,22.71890,1.17562,22.61730,1.24501,-0.00139,-0.00395,-0.00711,-0.00526,0.75000,1.53000,50.00000,0.11448,-0.56163,1.66314,1.69928,1.51981,1.60279
2460.40667,30.41228,27.65498,27.58457,30.34901,30.62348,27.68765,25.47722,25.91918,27.92131,26.36026,26.36975,26.36130,-0.23796,0.22855,0.45964,19.40882,21.54456,2.22785,1.85254,1.90345,1.83462,1.87603,2.05351,1.86953,0.06883,-0.02349,0.18399,2.71771,22.84473,1.15227,22.76443,1.22330,-0.00416,-0.00403,-0.00618,-0.00474,0.75000,1.53000,50.00000,0.11448,-0.56162,1.66409,1.69977,1.51981,1.60279
2460.41333,30.41740,27.66353,27.57566,30.34257,30.59684,27.68960,25.47524,25.89134,27.92460,26.38558,26.34139,26.33980,-0.23828,0.23352,0.43149,19.48974,21.54456,2.22562,1.85668,1.90428,1.84151,1.87658,2.05476,1.87008,0.06276,-0.01990,0.18468,2.70746,23.76764,-0.00043,23.87581,0.00103,-0.00278,-0.00395,-0.00711,-0.00462,0.75000,1.53000,50.00000,0.11448,-0.56162,1.66405,1.69976,1.51981,1.60279
2460.42000,30.37479,27.62657,27.57212,30.34379,30.59788,27.71866,25.49468,25.91870,27.92435,26.38951,26.34113,26.35748,-0.23764,0.23104,0.39982,19.57066,21.54905,2.24012,1.86027,1.90400,1.84703,1.87520,2.05683,1.86925,0.05697,-0.01494,0.18758,2.70730,24.72710,0.00141,24.70587,0.00135,-0.00370,-0.00399,-0.00850,-0.00470,0.75000,1.53000,50.00000,0.11448,-0.56161,1.66405,1.69977,1.51981,1.60279
2460.42667,30.39203,27.67942,27.56528,30.33953,30.59390,27.70509,25.47734,25.88457,27.91946,26.39479,26.34028,26.32715,-0.23828,0.23104,0.37167,19.65158,21.54456,2.22367,1.85695,1.89847,1.84234,1.86802,2.06056,1.87008,0.05613,-0.01106,0.19048,2.70554,24.46434,0.00149,24.41530,0.00123,-0.00278,-0.00391,-0.00803,-0.00470,0.75000,1.53000,50.00000,0.11448,-0.56161,1.65653,1.69247,1.51981,1.60279
2460.43333,30.37335,27.63923,27.58568,30.32823,30.62565,27.71964,25.49800,25.90284,27.95774,26.36972,26.35685,26.33612,-0.23860,0.23352,0.36112,19.70788,21.54456,2.23287,1.85475,1.89239,1.83958,1.86222,2.06802,1.87008,0.05281,-0.00747,0.19794,2.70678,24.16318,0.00141,24.13306,0.00139,0.00000,-0.00367,-0.00665,-0.00486,0.75000,1.53000,50.00000,0.11447,-0.56161,1.65652,1.69247,1.51981,1.60279
2460.44000,30.38922,27.65734,27.56602,30.34841,30.60782,27.70193,25.46271,25.88149,27.90576,26.37218,26.34065,26.35012,-0.23860,0.23352,0.32945,19.76417,21.54456,2.22813,1.85419,1.88852,1.84179,1.85945,2.07838,1.87063,0.04673,-0.00526,0.20774,2.70610,23.72092,0.00141,23.68749,0.00115,0.00139,-0.00407,-0.00480,-0.00478,0.75000,1.53000,50.00000,0.11447,-0.56161,1.65652,1.69247,1.51981,1.60279
2460.44667,30.41840,27.65865,27.57091,30.31961,30.60711,27.69193,25.48927,25.89378,27.93536,26.38263,26.35257,26.37418,-0.23860,0.23850,0.31185,19.80990,21.54231,2.22702,1.85254,1.88189,1.83958,1.85503,2.08915,1.87036,0.04230,-0.00250,0.21880,2.70530,22.80217,0.33429,22.72464,0.10721,0.00185,-0.00399,-0.00202,-0.00482,0.75000,1.53000,50.00000,0.11447,-0.56161,1.65836,1.68930,1.51981,1.60279
2460.45333,30.37007,27.64650,27.58459,30.32263,30.60504,27.70839,25.49763,25.90839,27.92703,26.36837,26.33659,26.34237,-0.23796,0.23601,0.30130,19.82750,21.54231,2.24123,1.85088,1.87553,1.83682,1.85034,2.09537,1.87063,0.03871,0.00055,0.22474,2.70734,23.03163,0.00137,22.99439,0.00131,0.00139,-0.00403,-0.00248,-0.00470,0.75000,1.53000,50.00000,0.11447,-0.56160,1.65836,1.68930,1.51981,1.60279
2460.46000,30.34992,27.65172,27.57688,30.34720,30.61448,27.69994,25.50403,25.89771,27.92999,26.38506,26.35538,26.33796,-0.23860,0.23104,0.28722,19.88379,21.54456,2.22506,1.85033,1.87028,1.83710,1.84647,2.09951,1.87146,0.03318,0.00386,0.22805,2.70554,22.58706,0.00141,22.55807,0.00151,0.00417,-0.00383,-0.00156,-0.00478,0.75000,1.53000,50.00000,0.11447,-0.56160,1.65835,1.68931,1.51981,1.60279
2460.46667,30.36545,27.63034,27.57775,30.32155,30.60454,27.70745,25.49763,25.88518,27.92264,26.37181,26.35122,26.35392,-0.23796,0.23104,0.28019,19.90138,21.54456,2.23426,1.84812,1.86309,1.83489,1.84011,2.10200,1.87174,0.02820,0.00801,0.23026,2.70666,21.82236,0.28251,21.68591,0.26561,0.00463,-0.00403,0.00029,-0.00482,0.75000,1.53000,50.00000,0.11446,-0.56159,1.66448,1.69504,1.51981,1.60279
2460.47333,30.37017,27.63727,27.55722,30.32142,30.62676,27.69745,25.50427,25.90805,27.93316,26.36492,26.33563,26.33624,-0.23764,0.22855,0.25556,19.90842,21.54231,2.22925,1.84591,1.85535,1.83186,1.83431,2.10324,1.87119,0.02349,0.01160,0.23206,2.70618,21.87695,0.00141,21.84646,0.00135,0.00463,-0.00395,-0.00063,-0.00482,0.75000,1.53000,50.00000,0.11446,-0.56159,1.66448,1.69504,1.51981,1.60279
2460.48000,30.35601,27.65744,27.58116,30.33249,30.60685,27.70806,25.50415,25.89833,27.93194,26.36137,26.33659,26.31429,-0.23828,0.23850,0.26259,19.92601,21.54231,2.22646,1.84536,1.84982,1.83048,1.82934,2.10532,1.87229,0.01934,0.01602,0.23302,2.70698,24.09934,0.00161,24.23022,0.00151,-0.00185,-0.00395,-0.00665,-0.00470,0.75000,1.53000,50.00000,0.11446,-0.56158,1.65662,1.68765,1.51981,1.60279
2460.48667,30.35333,27.68161,27.57529,30.31401,30.60504,27.70206,25.50403,25.91429,27.92655,26.38398,26.45495,26.33992,-0.23828,0.23352,0.23796,19.92601,21.54456,2.24040,1.84591,1.84429,1.83048,1.82464,2.10697,1.87119,0.01382,0.02127,0.23579,2.70738,24.33296,0.00157,24.34914,0.00155,-0.00185,-0.00399,-0.00572,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56158,1.65662,1.68765,1.51981,1.60279
2460.49333,30.35306,27.67161,27.57846,30.23914,30.60467,27.70839,25.50415,25.90544,27.93218,26.39025,26.34360,26.34840,-0.23892,0.23104,0.22741,19.91193,21.54456,2.22423,1.84564,1.83959,1.82965,1.82105,2.10905,1.87229,0.00994,0.02459,0.23675,2.70566,24.32648,0.00145,24.29500,0.00135,-0.00139,-0.00395,-0.00757,-0.00478,0.75000,1.53000,50.00000,0.11446,-0.56158,1.65662,1.68765,1.51981,1.60279
2460.50000,30.35112,27.66865,27.58348,30.33674,30.63924,27.71657,25.49665,25.92842,27.93560,26.37845,26.36680,26.35036,-0.23828,0.23601,0.23444,19.90842,21.54231,2.23343,1.84619,1.83600,1.82993,1.81801,2.11112,1.87174,0.00608,0.02818,0.23938,2.70722,24.88208,0.00269,24.93906,0.00243,-0.00231,-0.00399,-0.00757,-0.00470,0.75000,1.53000,50.00000,0.11446,-0.56157,1.65002,1.68165,1.51981,1.60279
2460.50667,30.35829,27.66353,27.57064,30.32726,30.59901,27.70570,25.42593,25.89798,27.94734,26.38754,26.34471,26.35503,-0.23828,0.22606,0.21333,19.89786,21.54456,2.22813,1.84646,1.83324,1.83158,1.81525,2.11568,1.87202,0.00166,0.03122,0.24366,2.70650,24.35609,0.00145,24.32045,0.00131,-0.00231,-0.00395,-0.00711,-0.00462,0.75000,1.53000,50.00000,0.11446,-0.56157,1.65002,1.68165,1.51981,1.60279
2460.51333,30.32384,27.69050,27.58776,30.30282,30.60300,27.73294,25.48337,25.89856,27.93597,26.37857,26.25901,26.34914,-0.23860,0.23104,0.20981,19.88379,21.54456,2.22534,1.84674,1.82937,1.83213,1.81193,2.11858,1.87312,-0.00277,0.03481,0.24545,2.70614,24.25015,0.00129,24.32739,0.00135,-0.00231,-0.00391,-0.00850,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56157,1.65001,1.68165,1.51981,1.60279
2460.52000,30.31463,27.69063,27.58066,30.30469,30.61183,27.71290,25.49739,25.89771,27.93377,26.40757,26.35305,26.33685,-0.23764,0.23601,0.20278,19.85212,21.54231,2.24040,1.84702,1.82605,1.83213,1.80972,2.12148,1.87285,-0.00608,0.03729,0.24863,2.70738,23.82917,0.30217,23.64863,0.27138,-0.00092,-0.00403,-0.00572,-0.00478,0.75000,1.53000,50.00000,0.11446,-0.56156,1.65718,1.68803,1.51981,1.60279
2460.52667,30.32032,27.69258,27.55476,30.31753,30.62214,27.72364,25.48890,25.88204,27.94673,26.37476,26.34840,26.36019,-0.23764,0.23352,0.20278,19.82046,21.54680,2.22423,1.84812,1.82439,1.83351,1.80779,2.12106,1.87312,-0.00912,0.04033,0.24794,2.70586,24.32555,0.00145,24.29500,0.00135,-0.00278,-0.00403,-0.00711,-0.00470,0.75000,1.53000,50.00000,0.11446,-0.56155,1.65718,1.68803,1.51981,1.60279
2460.53333,30.27603,27.70282,27.57883,30.32544,30.63001,27.71034,25.54929,25.87867,27.92875,26.38164,26.36006,26.34004,-0.23828,0.23850,0.20981,19.78528,21.54680,2.23371,1.84950,1.82411,1.83517,1.80641,2.12065,1.87285,-0.01105,0.04309,0.24780,2.70734,24.33666,0.00157,24.34312,0.00135,-0.00278,-0.00403,-0.00711,-0.00466,0.75000,1.53000,50.00000,0.11446,-0.56155,1.65714,1.68051,1.51981,1.60279
2460.54000,30.31279,27.69696,27.58948,30.31864,30.61267,27.72388,25.50120,25.91036,27.94685,26.37169,26.37204,26.35859,-0.23860,0.23352,0.19222,19.74658,21.54456,2.22897,1.85143,1.82384,1.83793,1.80668,2.11733,1.87285,-0.01409,0.04475,0.24449,2.70618,24.34915,0.00149,24.32461,0.00135,-0.00139,-0.00407,-0.00665,-0.00478,0.75000,1.53000,50.00000,0.11446,-0.56154,1.65714,1.68052,1.51981,1.60279
2460.54667,30.27251,27.71995,27.59558,30.31031,30.60491,27.71694,25.51066,25.90765,27.95041,26.33851,26.34519,26.34643,-0.23860,0.23601,0.19926,19.73602,21.55129,2.22702,1.85392,1.82522,1.84069,1.80779,2.11278,1.87312,-0.01547,0.04613,0.23965,2.70578,24.30890,0.00133,24.32554,0.00139,-0.00324,-0.00403,-0.00757,-0.00490,0.75000,1.53000,50.00000,0.11446,-0.56154,1.65714,1.68052,1.51981,1.60279
2460.55333,30.24931,27.71406,27.57822,30.31207,30.62177,27.76199,25.50599,25.87341,27.93146,26.36076,26.35060,26.34471,-0.23892,0.23850,0.18166,19.69732,21.54680,2.24179,1.85695,1.82660,1.84427,1.80972,2.10863,1.87285,-0.01767,0.04723,0.23578,2.70762,24.46110,0.00189,24.84144,0.00215,-0.00231,-0.00367,-0.00711,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56153,1.65011,1.67449,1.51981,1.60279
2460.56000,30.25028,27.69282,27.56380,30.30926,30.60889,27.72805,25.48227,25.89097,27.92520,26.37673,26.35576,26.34925,-0.23860,0.23601,0.17814,19.66566,21.54456,2.22534,1.85971,1.82881,1.84676,1.81110,2.10449,1.87257,-0.01794,0.04861,0.23192,2.70562,24.31723,0.00137,24.28945,0.00139,-0.00231,-0.00403,-0.00665,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56153,1.65010,1.67449,1.51981,1.60279
2460.56667,30.28554,27.69858,27.57394,30.31972,30.63452,27.71620,25.51596,25.89182,27.92606,26.36911,26.34200,26.36360,-0.23860,0.23850,0.18870,19.64806,21.55129,2.23371,1.86192,1.83075,1.84924,1.81248,2.09868,1.87202,-0.01849,0.04944,0.22667,2.70750,24.33666,0.00145,24.31027,0.00135,-0.00231,-0.00403,-0.00665,-0.00462,0.75000,1.53000,50.00000,0.11446,-0.56152,1.65011,1.67449,1.51981,1.60279
2460.57333,30.22031,27.70187,27.51822,30.29348,30.59594,27.71476,25.51989,25.90287,27.93157,26.33323,26.30614,26.34815,-0.23956,0.23104,0.18166,19.61288,21.54680,2.22897,1.86468,1.83351,1.85228,1.81359,2.09454,1.87174,-0.01876,0.05109,0.22280,2.70626,23.84814,0.31699,23.70461,0.27298,-0.00231,-0.00407,-0.00618,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56152,1.65763,1.68093,1.51981,1.60279
2460.58000,30.23983,27.69198,27.56943,30.29262,30.60625,27.62138,25.50415,25.90422,27.94685,26.37415,26.34408,26.35184,-0.23892,0.23850,0.17463,19.59177,21.54680,2.22590,1.86799,1.83545,1.85559,1.81580,2.08874,1.87174,-0.02014,0.05219,0.21700,2.70566,24.30103,0.00145,24.31397,0.00143,-0.00185,-0.00407,-0.00850,-0.00482,0.75000,1.53000,50.00000,0.11446,-0.56152,1.65763,1.68093,1.51981,1.60279
2460.58667,30.22369,27.71160,27.57334,30.30345,30.59775,27.72671,25.49247,25.87633,27.92386,26.39405,26.34827,26.34091,-0.23956,0.23352,0.17111,19.56363,21.54905,2.24123,1.87075,1.83849,1.85945,1.81884,2.08584,1.87119,-0.02096,0.05192,0.21465,2.70762,24.26911,0.00133,24.28251,0.00127,-0.00231,-0.00399,-0.00757,-0.00482,0.75000,1.53000,50.00000,0.11446,-0.56152,1.65763,1.67345,1.51981,1.60279
2460.59333,30.19613,27.69635,27.57957,30.30878,30.62382,27.72294,25.51571,25.90154,27.91823,26.38311,26.35281,26.38008,-0.23956,0.22606,0.17463,19.52844,21.54456,2.22423,1.87407,1.84181,1.86248,1.82160,2.08211,1.87008,-0.02068,0.05246,0.21203,2.70570,23.49146,0.25339,24.25428,0.00127,-0.00139,-0.00395,-0.00665,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56151,1.66355,1.67345,1.51981,1.60279
2460.60000,30.22369,27.67575,27.55439,30.29677,30.59982,27.71485,25.48840,25.89477,27.92240,26.37943,26.36080,26.35429,-0.24053,0.23850,0.17463,19.51085,21.54905,2.23371,1.87628,1.84540,1.86580,1.82492,2.07713,1.87063,-0.02040,0.05136,0.20650,2.70730,24.29826,0.00145,24.30333,0.00123,-0.00278,-0.00399,-0.00757,-0.00470,0.75000,1.53000,50.00000,0.11446,-0.56151,1.66356,1.67345,1.51981,1.60279
2460.60667,30.22517,27.71150,27.57992,30.30222,30.64044,27.74028,25.50119,25.90534,27.92581,26.37820,26.37540,26.33243,-0.23924,0.23104,0.17463,19.45808,21.54456,2.22841,1.87959,1.84872,1.86966,1.82768,2.07133,1.87008,-0.02094,0.05191,0.20125,2.70634,24.37459,0.00093,24.80026,0.00243,-0.00278,-0.00403,-0.00572,-0.00450,0.75000,1.53000,50.00000,0.11446,-0.56151,1.65609,1.66735,1.51981,1.60279
2460.61333,30.20986,27.70760,27.56708,30.30891,30.62324,27.72805,25.49628,25.90486,27.92705,26.37771,26.35268,26.33538,-0.24021,0.23601,0.18166,19.39827,21.54007,2.22674,1.88318,1.85148,1.87214,1.82961,2.06843,1.86925,-0.02066,0.05356,0.19918,2.70558,24.29456,0.00137,24.30842,0.00139,-0.00185,-0.00403,-0.00711,-0.00478,0.75000,1.53000,50.00000,0.11446,-0.56151,1.65609,1.66735,1.51981,1.60279
2460.62000,30.18488,27.72480,27.57138,30.32618,30.61532,27.73829,25.51300,25.90263,27.92288,26.37612,26.35183,26.34029,-0.23956,0.23352,0.16055,19.32438,21.54680,2.24151,1.88621,1.85342,1.87545,1.83238,2.06304,1.86925,-0.02204,0.05383,0.19379,2.70762,24.30150,0.00137,24.27464,0.00127,-0.00231,-0.00399,-0.00711,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56151,1.65609,1.66735,1.51981,1.60279
2460.62667,30.18572,27.69295,27.56795,30.25993,30.61692,27.72280,25.49517,25.88752,27.93023,26.37280,26.34447,26.32727,-0.23956,0.23104,0.18166,19.24346,21.54456,2.22534,1.88897,1.85618,1.87849,1.83486,2.05931,1.86897,-0.02231,0.05411,0.19034,2.70594,23.81344,0.33113,23.63613,0.27650,-0.00139,-0.00395,-0.00711,-0.00478,0.75000,1.53000,50.00000,0.11446,-0.56151,1.65818,1.67385,1.51981,1.60279
2460.63333,30.17782,27.70426,27.57944,30.29603,30.59993,27.73879,25.46861,25.90717,27.92655,26.36247,26.35754,26.34901,-0.23956,0.23601,0.19926,19.12736,21.54680,2.23482,1.89228,1.85922,1.88014,1.83652,2.05476,1.86870,-0.02092,0.05576,0.18606,2.70726,24.30890,0.00141,24.29963,0.00123,-0.00185,-0.00387,-0.00665,-0.00474,0.75000,1.53000,50.00000,0.11446,-0.56151,1.65818,1.67385,1.51981,1.60279
2460.64000,30.20404,27.71248,27.58689,30.30416,30.62020,27.73600,25.47956,25.89846,27.92899,26.19804,26.33587,26.35344,-0.23892,0.23352,0.21333,18.99367,21.54905,2.23008,1.89532,1.86116,1.88345,1.83956,2.05103,1.86842,-0.02230,0.05576,0.18261,2.70626,24.31584,0.00145,24.32924,0.00119,-0.00278,-0.00415,-0.00757,-0.00470,0.75000,1.53000,50.00000,0.11446,-0.56151,1.65817,1.67077,1.51981,1.60279
2460.64667,30.19021,27.71197,27.57236,30.30550,30.61802,27.72880,25.50832,25.87721,27.96252,26.37169,26.28110,26.35626,-0.23924,0.23352,0.24148,18.84238,21.54680,2.22785,1.89863,1.86392,1.88759,1.84149,2.04812,1.86814,-0.02367,0.05714,0.17998,2.70550,23.66911,0.27526,24.24781,0.00139,-0.00139,-0.00403,-0.00618,-0.00470,0.75000,1.53000,50.00000,0.11447,-0.56151,1.66465,1.67077,1.51981,1.60279
2460.65333,30.15658,27.67818,27.56161,30.31900,30.58647,27.73001,25.48118,25.93012,27.93010,26.37476,26.34519,26.34202,-0.23892,0.23104,0.28019,18.63832,21.54680,2.24235,1.90084,1.86530,1.89008,1.84370,2.04440,1.86759,-0.02477,0.05714,0.17680,2.70738,24.30982,0.00137,24.27696,0.00131,-0.00185,-0.00399,-0.00757,-0.00474,0.75000,1.53000,50.00000,0.11447,-0.56151,1.66465,1.67077,1.51981,1.60279
2460.66000,30.19506,27.70076,27.56856,30.31036,30.60491,27.73048,25.50132,25.89341,27.94539,26.38324,26.35820,26.40243,-0.23924,0.23352,0.32593,18.42723,21.54680,2.22646,1.90333,1.86668,1.89173,1.84481,2.04149,1.86759,-0.02505,0.05852,0.17390,2.70634,24.30381,0.00149,24.72576,0.00139,-0.00231,-0.00399,-0.00757,-0.00470,0.75000,1.53000,50.00000,0.11447,-0.56151,1.65689,1.66460,1.51981,1.60279
2460.66667,30.18257,27.70211,27.49817,30.31062,30.60903,27.76158,25.50021,25.88273,27.92801,26.40241,26.34421,26.35012,-0.23988,0.23601,0.40686,18.16688,21.54680,2.23482,1.90526,1.86862,1.89339,1.84591,2.04025,1.86621,-0.02477,0.05934,0.17404,2.70710,24.33851,0.00141,24.29685,0.00019,-0.00278,-0.00395,-0.00757,-0.00466,0.75000,1.53000,50.00000,0.11447,-0.56151,1.65689,1.66457,1.51981,1.60279
2460.67333,30.21348,27.71392,27.58287,30.30710,30.62940,27.74321,25.48263,25.92438,27.96122,26.41236,26.34360,26.34815,-0.23924,0.23601,0.50186,17.89949,21.54905,2.22980,1.90636,1.86945,1.89559,1.84619,2.03901,1.86731,-0.02615,0.06017,0.17169,2.70618,24.33018,0.00141,24.30472,0.00131,-0.00324,-0.00419,-0.00711,-0.00474,0.75000,1.53000,50.00000,0.11447,-0.56151,1.65689,1.66458,1.51981,1.60279
2460.68000,30.20330,27.69491,27.58641,30.31632,30.60454,27.73098,25.50193,25.84502,27.92753,26.38017,26.33500,26.34828,-0.23860,0.23850,0.62502,17.59340,21.54680,2.22785,1.90829,1.87000,1.89697,1.84702,2.03818,1.86731,-0.02697,0.06127,0.17086,2.70566,24.47868,0.04687,23.70322,0.27891,-0.00185,-0.00395,-0.00572,-0.00474,0.75000,1.53000,50.00000,0.11447,-0.56151,1.65161,1.67115,1.51981,1.60279
2460.68667,30.22430,27.70235,27.57762,30.29299,30.66945,27.73633,25.48471,25.89662,27.92949,26.36100,26.35918,26.24585,-0.23860,0.23352,0.75873,17.24861,21.54456,2.24318,1.90995,1.87083,1.89835,1.84757,2.03611,1.86731,-0.02752,0.06238,0.16879,2.70742,24.31029,0.00137,24.27511,0.00127,-0.00185,-0.00403,-0.00757,-0.00478,0.75000,1.53000,50.00000,0.11447,-0.56151,1.65160,1.67115,1.51981,1.60279
2460.69333,30.21328,27.69026,27.57532,30.31900,30.60638,27.74414,25.48103,25.88850,27.92912,26.37194,26.36852,26.35785,-0.23860,0.22855,0.92410,16.90030,21.54680,2.22729,1.91050,1.87166,1.89946,1.84785,2.03652,1.86731,-0.02780,0.06265,0.16921,2.70598,24.29641,0.00133,24.30934,0.00131,-0.00278,-0.00395,-0.00711,-0.00482,0.75000,1.53000,50.00000,0.11447,-0.56151,1.65161,1.67009,1.51981,1.60279
2460.70000,30.19868,27.71123,27.57236,30.29725,30.61655,27.73169,25.48508,25.89673,27.91816,26.36162,26.34936,26.32765,-0.23796,0.23352,1.11411,16.51681,21.54680,2.23538,1.91216,1.87166,1.90056,1.84868,2.03611,1.86621,-0.02890,0.06348,0.16990,2.70690,23.78013,0.29300,24.20755,0.00159,-0.00231,-0.00391,-0.00665,-0.00478,0.75000,1.53000,50.00000,0.11447,-0.56151,1.65854,1.67010,1.51981,1.60279
2460.70667,30.22952,27.69807,27.55706,30.32252,30.59909,27.73637,25.49320,25.91984,27.94832,26.38569,26.35600,26.35307,-0.23828,0.22855,1.33931,16.11573,21.54680,2.23120,1.91188,1.87166,1.90111,1.84840,2.03652,1.86759,-0.02945,0.06348,0.16893,2.70630,24.33064,0.00145,24.30240,0.00131,-0.00231,-0.00403,-0.00711,-0.00482,0.75000,1.53000,50.00000,0.11447,-0.56150,1.65854,1.67010,1.51981,1.60279
2460.71333,30.22346,27.71541,27.56602,30.29640,30.60635,27.71536,25.49135,25.90361,27.91787,26.38533,26.34004,26.34200,-0.23764,0.23850,1.56802,15.68650,21.54905,2.22897,1.91299,1.87138,1.90111,1.84840,2.03611,1.86731,-0.02973,0.06458,0.16879,2.70586,24.23904,0.00145,24.70124,0.00103,-0.00278,-0.00407,-0.00757,-0.00462,0.75000,1.53000,50.00000,0.11447,-0.56150,1.65501,1.66385,1.51981,1.60279
2460.72000,30.23900,27.71968,27.57791,30.30101,30.61147,27.71806,25.49026,25.91012,27.91885,26.38066,26.31546,26.33194,-0.23764,0.23601,1.85655,15.24672,21.54456,2.24291,1.91354,1.87138,1.90166,1.84813,2.03569,1.86787,-0.03028,0.06541,0.16782,2.70738,24.30474,0.00109,24.31212,0.00127,-0.00185,-0.00411,-0.00665,-0.00478,0.75000,1.53000,50.00000,0.11447,-0.56149,1.65500,1.66385,1.51981,1.60279
2460.72667,30.23521,27.71174,27.56306,30.32667,30.60879,27.72889,25.49665,25.90605,27.92901,26.36174,26.35661,26.35196,-0.23828,0.23104,2.15564,14.79286,21.55129,2.22646,1.91381,1.87083,1.90249,1.84813,2.03611,1.86787,-0.03166,0.06569,0.16824,2.70578,24.32000,0.00137,24.29593,0.00091,-0.00278,-0.00387,-0.00757,-0.00466,0.75000,1.53000,50.00000,0.11447,-0.56149,1.65500,1.66384,1.51981,1.60279
2460.73333,30.25745,27.71783,27.57431,30.28971,30.62010,27.71792,25.51163,25.90903,27.91983,26.36456,26.35820,26.34066,-0.23668,0.23352,2.48288,14.33900,21.54680,2.23482,1.91354,1.87028,1.90194,1.84757,2.03776,1.86870,-0.03166,0.06597,0.16907,2.70718,24.74514,0.00069,23.79206,0.28179,-0.00092,-0.00407,-0.00803,-0.00474,0.75000,1.53000,50.00000,0.11447,-0.56149,1.64810,1.67051,1.51981,1.60279
2460.74000,30.24117,27.70319,27.57677,30.31060,30.61771,27.73637,25.49270,25.90114,27.94649,26.40425,26.34912,26.29682,-0.23700,0.23601,2.82419,13.84293,21.55129,2.23008,1.91299,1.87000,1.90166,1.84674,2.03776,1.86842,-0.03166,0.06624,0.16934,2.70594,24.34545,0.00149,24.31305,0.00131,-0.00278,-0.00407,-0.00711,-0.00470,0.75000,1.53000,50.00000,0.11447,-0.56148,1.64810,1.67051,1.51981,1.60279
2460.74667,30.26739,27.69844,27.57651,30.30003,30.61013,27.69058,25.50071,25.90791,27.92853,26.38509,26.33978,26.33108,-0.23732,0.23601,3.19717,13.37500,21.55354,2.22869,1.91326,1.86917,1.90194,1.84647,2.03818,1.86842,-0.03277,0.06679,0.16976,2.70570,24.22840,0.00137,24.31628,0.00155,-0.00231,-0.00403,-0.00803,-0.00474,0.75000,1.53000,50.00000,0.11447,-0.56147,1.64809,1.67012,1.51981,1.60279
